"id_invoice","tanggal","id_barang","nama_barang","jumlah_barang","total_harga","mata_uang","kode_brand","brand","id_customer","nama_customer","cabang_sales","id_distributor","group_category","bulan"
IN6201,"23/5/22",BRG0009,AMBROXOL HC,4,23122.8,IDR,BRG0009,VNS,CUST55668,APOTEK MERDEKA,Bandung,TA,Apotek,"2023-05"
IN6179,"24/5/22",BRG0010,PARACETAMOL,8,55522.4,IDR,BRG0010,SLCYL,CUST55669,KLINIK SAHABAT,Tangerang,EPM,Klinik,"2024-05"
IN5978,"25/5/22",BRG0001,ACYCLOVIR DUS,9,10529.19,IDR,BRG0001,OGB & PH,CUST55670,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"2025-05"
IN5993,"26/5/22",BRG0002,ALERGINE TABLET SALUT,1,2337.5,IDR,BRG0002,ETIKAL,CUST55671,APOTEK SAHABAT,Padang,TD,Apotek,"2026-05"
IN6160,"27/5/22",BRG0003,AMPICILLIN,5,53453.0,IDR,BRG0003,MARCKS,CUST55672,APOTEK TAPAK,Aceh,TA,Apotek,"2027-05"
IN6282,"28/5/22",BRG0004,TRAMADOL KAPSUL 50 MG,9,78306.3,IDR,BRG0004,VNS,CUST55673,APOTEK MAJA,Kuningan,EPM,Apotek,"2028-05"
IN6093,"29/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,13,73427.90000000001,IDR,BRG0005,SLCYL,CUST55674,KLINIK GM,Jakarta,TD,Klinik,"2029-05"
IN6166,"30/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,1,2819.2,IDR,BRG0006,OGB & PH,CUST55675,APOTEK MERDEKA,Bandung,TA,Apotek,"2030-05"
IN6010,"31/5/22",BRG0001,ACYCLOVIR DUS,5,22960.5,IDR,BRG0001,OGB & PH,CUST55676,KLINIK SAHABAT,Tangerang,EPM,Klinik,"2031-05"
IN6100,"1/6/22",BRG0002,ALERGINE TABLET SALUT,9,35927.1,IDR,BRG0002,ETIKAL,CUST55677,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"0001-06"
IN6222,"2/6/22",BRG0003,AMPICILLIN,1,5780.7,IDR,BRG0003,MARCKS,CUST55678,APOTEK SAHABAT,Padang,TD,Apotek,"0002-06"
IN6032,"3/6/22",BRG0004,TRAMADOL KAPSUL 50 MG,23,159626.9,IDR,BRG0004,VNS,CUST55679,KLINIK DR. ANDRI,Lampung,TA,Klinik,"0003-06"
IN6198,"4/6/22",BRG0001,ACYCLOVIR DUS,4,4679.64,IDR,BRG0001,OGB & PH,CUST55680,APOTEK TAPAK,Aceh,EPM,Apotek,"0004-06"
IN6212,"5/6/22",BRG0002,ALERGINE TABLET SALUT,2,4675.0,IDR,BRG0002,ETIKAL,CUST55681,APOTEK MAJA,Kuningan,TD,Apotek,"0005-06"
IN6288,"6/6/22",BRG0003,AMPICILLIN,17,181740.2,IDR,BRG0003,MARCKS,CUST55682,KLINIK GM,Jakarta,TA,Klinik,"0006-06"
IN6059,"7/6/22",BRG0004,TRAMADOL KAPSUL 50 MG,11,95707.70000000001,IDR,BRG0004,VNS,CUST55683,APOTEK MERDEKA,Bandung,EPM,Apotek,"0007-06"
IN6236,"8/6/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,12,67779.6,IDR,BRG0005,SLCYL,CUST55684,KLINIK SAHABAT,Tangerang,TD,Klinik,"0008-06"
IN6296,"9/6/22",BRG0006,KETOCONAZOLE TABLET 200 MG,12,33830.399999999994,IDR,BRG0006,OGB & PH,CUST55685,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"0009-06"
IN6324,"10/6/22",BRG0007,ERGOTAMINE COFFEINE,25,114802.50000000001,IDR,BRG0007,ETIKAL,CUST55686,APOTEK SAHABAT,Padang,EPM,Apotek,"2010-06"
IN6091,"11/6/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,14,55886.6,IDR,BRG0008,MARCKS,CUST55687,APOTEK TAPAK,Aceh,TD,Apotek,"2011-06"
IN6033,"12/6/22",BRG0009,AMBROXOL HC,34,196543.8,IDR,BRG0009,VNS,CUST55688,APOTEK MAJA,Kuningan,TD,Apotek,"2012-06"
IN6159,"13/6/22",BRG0010,PARACETAMOL,67,465000.10000000003,IDR,BRG0010,SLCYL,CUST55689,KLINIK GM,Jakarta,TA,Klinik,"2013-06"
IN6264,"14/6/22",BRG0001,ACYCLOVIR DUS,15,17548.65,IDR,BRG0001,OGB & PH,CUST55690,APOTEK MERDEKA,Bandung,EPM,Apotek,"2014-06"
IN6046,"15/6/22",BRG0002,ALERGINE TABLET SALUT,12,28050.0,IDR,BRG0002,ETIKAL,CUST55691,KLINIK SAHABAT,Tangerang,TD,Klinik,"2015-06"
IN6268,"16/6/22",BRG0003,AMPICILLIN,25,267265.0,IDR,BRG0003,MARCKS,CUST55692,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2016-06"
IN6310,"30/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,14,121809.80000000002,IDR,BRG0004,VNS,CUST55693,APOTEK SAHABAT,Padang,EPM,Apotek,"2030-04"
IN6044,"1/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,18,101669.40000000001,IDR,BRG0005,SLCYL,CUST55694,KLINIK DR. ANDRI,Lampung,TD,Klinik,"0001-05"
IN6178,"2/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,18,50745.6,IDR,BRG0006,OGB & PH,CUST55695,APOTEK TAPAK,Aceh,TA,Apotek,"0002-05"
IN6270,"3/5/22",BRG0007,ERGOTAMINE COFFEINE,19,87249.90000000001,IDR,BRG0007,ETIKAL,CUST55696,APOTEK MAJA,Kuningan,EPM,Apotek,"0003-05"
IN6123,"16/6/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,12,47902.8,IDR,BRG0008,MARCKS,CUST55697,KLINIK GM,Jakarta,TD,Klinik,"2016-06"
IN6265,"30/4/22",BRG0009,AMBROXOL HC,25,144517.5,IDR,BRG0009,VNS,CUST55698,APOTEK MERDEKA,Bandung,TD,Apotek,"2030-04"
IN6158,"1/5/22",BRG0010,PARACETAMOL,14,97164.2,IDR,BRG0010,SLCYL,CUST55699,KLINIK SAHABAT,Tangerang,TA,Klinik,"0001-05"
IN6105,"2/5/22",BRG0001,ACYCLOVIR DUS,21,24568.11,IDR,BRG0001,OGB & PH,CUST55700,APOTEK SINAR JAYA,Bekasi,EPM,Apotek,"0002-05"
IN6213,"3/5/22",BRG0002,ALERGINE TABLET SALUT,22,51425.0,IDR,BRG0002,ETIKAL,CUST55701,APOTEK SAHABAT,Padang,TD,Apotek,"0003-05"
IN6109,"16/6/22",BRG0003,AMPICILLIN,12,128287.20000000001,IDR,BRG0003,MARCKS,CUST55702,APOTEK TAPAK,Aceh,TA,Apotek,"2016-06"
IN6249,"30/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,25,217517.50000000003,IDR,BRG0004,VNS,CUST55703,APOTEK MAJA,Kuningan,EPM,Apotek,"2030-04"
IN6067,"1/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,14,79076.2,IDR,BRG0005,SLCYL,CUST55704,KLINIK GM,Jakarta,TD,Klinik,"0001-05"
IN6143,"2/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,24,67660.79999999999,IDR,BRG0006,OGB & PH,CUST55705,APOTEK MERDEKA,Bandung,TD,Apotek,"0002-05"
IN5990,"3/5/22",BRG0001,ACYCLOVIR DUS,10,45921.0,IDR,BRG0001,OGB & PH,CUST55706,KLINIK SAHABAT,Tangerang,TA,Klinik,"0003-05"
IN5992,"16/6/22",BRG0002,ALERGINE TABLET SALUT,23,91813.7,IDR,BRG0002,ETIKAL,CUST55707,APOTEK SINAR JAYA,Bekasi,EPM,Apotek,"2016-06"
IN6132,"30/4/22",BRG0003,AMPICILLIN,12,69368.4,IDR,BRG0003,MARCKS,CUST55708,APOTEK SAHABAT,Padang,TD,Apotek,"2030-04"
IN6030,"1/5/22",BRG0004,TRAMADOL KAPSUL 50 MG,10,69403.0,IDR,BRG0004,VNS,CUST55709,KLINIK DR. ANDRI,Lampung,TA,Klinik,"0001-05"
IN6094,"2/5/22",BRG0001,ACYCLOVIR DUS,67,78383.97,IDR,BRG0001,OGB & PH,CUST55710,APOTEK TAPAK,Aceh,EPM,Apotek,"0002-05"
IN6294,"3/5/22",BRG0002,ALERGINE TABLET SALUT,98,229075.0,IDR,BRG0002,ETIKAL,CUST55711,APOTEK MAJA,Kuningan,TD,Apotek,"0003-05"
IN6012,"16/6/22",BRG0003,AMPICILLIN,5,53453.0,IDR,BRG0003,MARCKS,CUST55712,KLINIK GM,Jakarta,TA,Klinik,"2016-06"
IN6106,"30/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,4,34802.8,IDR,BRG0004,VNS,CUST55713,APOTEK MERDEKA,Bandung,EPM,Apotek,"2030-04"
IN5984,"1/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,8,45186.4,IDR,BRG0005,SLCYL,CUST55714,KLINIK SAHABAT,Tangerang,TD,Klinik,"0001-05"
IN6007,"2/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,9,25372.8,IDR,BRG0006,OGB & PH,CUST55715,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"0002-05"
IN6115,"3/5/22",BRG0007,ERGOTAMINE COFFEINE,10,45921.0,IDR,BRG0007,ETIKAL,CUST55716,APOTEK SAHABAT,Padang,TA,Apotek,"0003-05"
IN6000,"16/6/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,7,27943.3,IDR,BRG0008,MARCKS,CUST55717,APOTEK TAPAK,Aceh,EPM,Apotek,"2016-06"
IN6097,"30/4/22",BRG0009,AMBROXOL HC,100,578070.0,IDR,BRG0009,VNS,CUST55718,APOTEK MAJA,Kuningan,TD,Apotek,"2030-04"
IN5989,"1/5/22",BRG0010,PARACETAMOL,67,465000.10000000003,IDR,BRG0010,SLCYL,CUST55719,KLINIK GM,Jakarta,TA,Klinik,"0001-05"
IN6151,"2/5/22",BRG0001,ACYCLOVIR DUS,78,91252.98000000001,IDR,BRG0001,OGB & PH,CUST55720,APOTEK MERDEKA,Bandung,EPM,Apotek,"0002-05"
IN6037,"3/5/22",BRG0002,ALERGINE TABLET SALUT,45,105187.5,IDR,BRG0002,ETIKAL,CUST55721,KLINIK SAHABAT,Tangerang,TD,Klinik,"0003-05"
IN6165,"16/6/22",BRG0003,AMPICILLIN,34,363480.4,IDR,BRG0003,MARCKS,CUST55722,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2016-06"
IN6101,"30/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,20,174014.0,IDR,BRG0004,VNS,CUST55723,APOTEK SAHABAT,Padang,EPM,Apotek,"2030-04"
IN6142,"1/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,45,254173.5,IDR,BRG0005,SLCYL,CUST55724,KLINIK DR. ANDRI,Lampung,TD,Klinik,"0001-05"
IN6312,"2/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,34,95852.79999999999,IDR,BRG0006,OGB & PH,CUST55725,APOTEK TAPAK,Aceh,TD,Apotek,"0002-05"
IN6112,"3/5/22",BRG0007,ERGOTAMINE COFFEINE,34,156131.40000000002,IDR,BRG0007,ETIKAL,CUST55726,APOTEK MAJA,Kuningan,TA,Apotek,"0003-05"
IN6204,"16/6/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,34,135724.6,IDR,BRG0008,MARCKS,CUST55727,KLINIK GM,Jakarta,EPM,Klinik,"2016-06"
IN6304,"30/4/22",BRG0009,AMBROXOL HC,44,254350.8,IDR,BRG0009,VNS,CUST55728,APOTEK MERDEKA,Bandung,TD,Apotek,"2030-04"
IN6004,"1/5/22",BRG0010,PARACETAMOL,5,34701.5,IDR,BRG0010,SLCYL,CUST55729,KLINIK SAHABAT,Tangerang,TA,Klinik,"0001-05"
